Physical tunnel reservation:
4 2 0 0.095575889715
4 5 0 0.0
4 5 1 0.0
4 7 0 0.090242506015
4 6 0 0.050964188239
4 9 0 0.102317083634
4 8 0 0.0
7 11 0 0.0
7 10 0 0.0
7 1 0 0.0
7 0 0 0.05571632773
7 3 0 0.0
7 3 1 0.0
7 2 0 0.0
7 5 0 0.0
7 5 1 0.0
7 4 0 0.0
7 6 0 0.0
7 6 1 0.0
7 9 0 0.0
7 9 1 0.0
7 8 0 0.0
6 11 0 0.0
6 10 0 0.0
6 10 1 0.0
6 1 0 0.0
6 0 0 0.005614530363
6 3 0 0.0
6 3 1 0.0
6 2 0 0.0
6 5 0 0.0
6 5 1 0.0
6 4 0 0.0
6 7 0 0.0
6 7 1 0.0
6 9 0 0.0
6 8 0 0.0
9 11 0 0.0
9 11 1 0.0
9 10 0 0.0
9 10 1 0.0
9 1 0 0.0
9 0 0 0.112109688239
9 3 0 0.0
9 2 0 0.043232063542
9 5 0 0.0
9 4 0 0.0
9 7 0 0.0
9 7 1 0.0
9 6 0 0.0
9 8 0 0.0
9 8 1 0.0
8 11 0 0.0
8 10 0 0.0
8 10 1 0.0
8 1 0 0.012702391431
8 0 0 0.052097896964
8 3 0 0.0
8 2 0 0.0
8 5 0 0.0
8 4 0 0.0
8 7 0 0.0
8 6 0 0.0
8 9 0 0.0
8 9 1 0.0
Logical sequence(complement hint) reservation:
s t k r
11 10 0 0.0
11 10 1 0.009976072262
11 1 0 0.0
11 0 0 0.0
11 3 0 0.0
11 2 0 0.0
11 5 0 0.0
11 4 0 0.0
11 7 0 0.0
11 6 0 0.0
11 9 0 0.0
11 9 1 0.005796418043
11 8 0 0.0
10 11 0 0.0
10 11 1 0.051824366723
10 1 0 0.0
10 0 0 0.0
10 3 0 0.0
10 2 0 0.0
10 5 0 0.0
10 4 0 0.0
10 7 0 0.0
10 6 0 0.0
10 6 1 0.133410751798
10 9 0 0.0
10 9 1 0.052708266974
10 8 0 0.0
10 8 1 0.0
1 11 0 0.0
1 10 0 0.0
1 0 0 0.0
1 0 1 0.224779056533
1 3 0 0.0
1 2 0 0.0
1 5 0 0.0
1 4 0 0.0
1 4 1 0.046546174355
1 7 0 0.0
1 6 0 0.0
1 9 0 0.0
1 8 0 0.0
0 11 0 0.0
0 10 0 0.0
0 1 0 0.0
0 1 1 0.153035545385
0 3 0 0.0
0 2 0 0.0
0 2 1 0.224779056533
0 5 0 0.0
0 4 0 0.0
0 7 0 0.0
0 6 0 0.0
0 9 0 0.0
0 8 0 0.0
3 11 0 0.0
3 10 0 0.0
3 1 0 0.0
3 0 0 0.0
3 2 0 0.0
3 2 1 0.185166653447
3 5 0 0.0
3 4 0 0.0
3 4 1 0.001851594846
3 7 0 0.0
3 7 1 0.014919193559
3 6 0 0.0
3 6 1 0.0
3 9 0 0.0
3 8 0 0.0
2 11 0 0.0
2 10 0 0.0
2 1 0 0.0
2 0 0 0.0
2 0 1 0.354881104051
2 3 0 0.0
2 3 1 0.080503884129
2 5 0 0.0
2 5 1 0.224779056533
2 4 0 0.0
2 7 0 0.0
2 6 0 0.0
2 9 0 0.0
2 8 0 0.0
5 11 0 0.0
5 10 0 0.0
5 1 0 0.0
5 0 0 0.0
5 3 0 0.0
5 2 0 0.0
5 2 1 0.286382782208
5 4 0 0.0
5 4 1 0.224779056533
5 7 0 0.0
5 7 1 0.217662507022
5 6 0 0.0
5 6 1 0.133410751798
5 9 0 0.0
5 8 0 0.0
4 11 0 0.0
4 10 0 0.0
4 1 0 0.0
4 1 1 0.224779056533
4 0 0 0.0
4 3 0 0.0
4 3 1 0.0
4 2 0 0.0
4 5 0 0.0
4 5 1 0.354881104051
4 7 0 0.0
4 6 0 0.0
4 9 0 0.0
4 8 0 0.0
7 11 0 0.0
7 10 0 0.0
7 1 0 0.0
7 0 0 0.0
7 3 0 0.0
7 3 1 0.0
7 2 0 0.0
7 5 0 0.0
7 5 1 0.0
7 4 0 0.0
7 6 0 0.0
7 6 1 0.011456766627
7 9 0 0.0
7 9 1 0.133410751798
7 8 0 0.0
6 11 0 0.0
6 10 0 0.0
6 10 1 0.069243474549
6 1 0 0.0
6 0 0 0.0
6 3 0 0.0
6 3 1 0.0
6 2 0 0.0
6 5 0 0.0
6 5 1 0.013955865013
6 4 0 0.0
6 7 0 0.0
6 7 1 0.002044273755
6 9 0 0.0
6 8 0 0.0
9 11 0 0.0
9 11 1 0.030415766331
9 10 0 0.0
9 10 1 0.019442809713
9 1 0 0.0
9 0 0 0.0
9 3 0 0.0
9 2 0 0.0
9 5 0 0.0
9 4 0 0.0
9 7 0 0.0
9 7 1 0.092706120682
9 6 0 0.0
9 8 0 0.0
9 8 1 0.051824366723
8 11 0 0.0
8 10 0 0.0
8 10 1 0.011723255672
8 1 0 0.0
8 0 0 0.0
8 3 0 0.0
8 2 0 0.0
8 5 0 0.0
8 4 0 0.0
8 7 0 0.0
8 6 0 0.0
8 9 0 0.0
8 9 1 0.092706120682
